coingecko-id:,cardano,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,ethereum,wrapped-steth,hedera-hashgraph,hbarx,indigo-dao-governance-token,chainlink,litecoin,near,pax-gold,snek,solana,undead-blocks,tether,usd-coin
2026-02-20,0.287077,0.02693989,9.12,11.4,617.51,67455,0.100414,1956.62,2399.21,0.099993,0.137935,0.225172,8.86,55.1,1.034,5074.8,0.00060265,83.96,0.00169203,0.999811,0.999968
2026-02-21,0.282809,0.0272648,9.36,11.71,632.59,68429,0.100448,1987.48,2437.97,0.100764,0.139693,0.21418,8.96,55.51,1.069,5137.67,0.00059646,86.32,0.00166747,0.999745,1
2026-02-22,0.269746,0.02723273,8.8,11.01,611.22,67367,0.094839,1941.08,2379.66,0.097459,0.133713,0.193823,8.63,53.2,1.011,5155.52,0.00057196,83.15,0.00166397,0.999538,0.9999
2026-02-23,0.263524,0.02694067,8.41,10.52,596.81,64710,0.093154,1860.48,2281.5,0.095044,0.13229,0.196244,8.3,51.71,0.98262,5249.96,0.00052916,78.43,0.0016671,0.999784,0.999901
2026-02-24,0.259402,0.02729464,8.31,10.39,585.66,64119,0.091987,1859.8,2281.18,0.095228,0.132912,0.190445,8.22,51.25,0.968845,5155.09,0.00053833,78.98,0.00164692,1,0.99996
2026-02-25,0.278466,0.02736179,9.42,11.76,614.12,66260,0.097001,1964.26,2409.23,0.099933,0.137932,0.202771,8.89,55.02,1.074,5203.47,0.00056222,83.87,0.00168073,0.999937,0.999901
2026-02-26,0.293093,0.02801386,9.34,11.69,626.58,67891,0.098962,2064.34,2535.66,0.102891,0.144031,0.212651,9.23,56.2,1.13,5177.96,0.00061555,87.76,0.00166032,1,0.999901
2026-02-27,0.283593,0.02804778,9.03,11.3,614.35,66059,0.095018,1959.41,2403.03,0.100446,0.139893,0.207449,8.83,54.93,1.12,5252,0.00056728,83.02,0.00195704,1,0.999956
2026-02-28,0.27914,0.02755135,9.12,11.42,616.96,66351,0.09378,1953.96,2397.24,0.099424,0.13828,0.198663,8.8,53.99,1.14,5391.36,0.00057278,84.76,0.00197479,1,0.999987
2026-03-01,0.280462,0.02788309,9.13,11.42,628.33,66869,0.093881,1998.14,2453.37,0.09945,0.13748,0.203913,8.93,54.25,1.16,5394.11,0.00056458,85.61,0.0019599,1,0.999939
2026-03-02,0.275121,0.02798592,9.16,11.47,637.23,68711,0.093348,2023.97,2484.91,0.097659,0.1361,0.200449,8.95,54.45,1.36,5373.7,0.00055435,86.4,0.00202346,0.99997,0.999913
2026-03-03,0.263681,0.03152263,9.19,11.5,632.73,68191,0.089767,1975.29,2423.06,0.098319,0.135263,0.195117,8.81,54.84,1.39,5185.83,0.00052581,86.84,0.00197434,0.999994,0.999903
2026-03-04,0.275277,0.02993859,9.51,11.9,656.26,72823,0.096928,2128.73,2613.81,0.100916,0.139259,0.202017,9.32,56.83,1.26,5190.93,0.00056574,90.48,0.00203838,1,0.999904
2026-03-05,0.273917,0.02988497,9.41,11.76,655.4,72347,0.095064,2113.19,2597.57,0.10027,0.140106,0.202358,9.36,55.66,1.29,5132.25,0.00055278,90.82,0.00243426,1,0.999943
2026-03-06,0.26521,0.02835097,9.12,11.42,634.1,69332,0.091953,2024.37,2487.44,0.098152,0.137423,0.194902,9,54.42,1.25,5100.13,0.00052399,86.17,0.00245068,0.999928,0.999903
2026-03-07,0.257941,0.02830149,9,11.26,627.03,68030,0.090465,1982.49,2434.11,0.096368,0.133029,0.191935,8.81,53.93,1.23,5180.42,0.00051413,84.45,0.00241819,0.999957,1
2026-03-08,0.254627,0.02914752,8.9,11.15,620.01,67502,0.089251,1950.17,2394.23,0.09522,0.131677,0.187384,8.64,53.51,1.24,5174.77,0.00051623,82.79,0.00244962,0.999948,0.999942
2026-03-09,0.254861,0.02911698,9.1,11.39,629.06,67881,0.090491,1998.84,2456.54,0.094732,0.131593,0.187645,8.79,53.46,1.23,5106.12,0.00053904,83.69,0.00244695,0.999772,0.999902
2026-03-10,0.263336,0.0299003,9.44,11.82,646.52,70532,0.094584,2058.84,2529.22,0.096046,0.132357,0.19346,9.05,54.03,1.3,5178.74,0.00054138,86.54,0.00241382,0.999996,0.999908
