There are 5000 coins.

date,cmc_id,rank,symbol,name,price
2022-09-17,6719,57,GRT,The Graph,$0.11
2022-09-17,19891,58,USDD,USDD,$1.00
2022-09-17,2502,59,HT,Huobi Token,$4.60
2022-09-17,1518,60,MKR,Maker,$676.72
2022-09-17,1376,61,NEO,Neo,$9.03
2022-09-17,3513,62,FTM,Fantom,$0.25
2022-09-17,2586,63,SNX,Synthetix,$2.67
2022-09-17,5068,64,USDN,Neutrino USD,$0.92
2022-09-17,4256,65,KLAY,Klaytn,$0.21
2022-09-17,7186,66,CAKE,PancakeSwap,$4.33
2022-09-17,4157,67,RUNE,THORChain,$1.78
2022-09-17,8000,68,LDO,Lido DAO,$1.86
2022-09-17,6538,70,CRV,Curve DAO Token,$1.06
2022-09-17,5665,69,HNT,Helium,$4.49
2022-09-17,4705,71,PAXG,PAX Gold,$1667.95
2022-09-17,2694,72,NEXO,Nexo,$0.92
2022-09-17,2130,73,ENJ,Enjin Coin,$0.51
2022-09-17,2577,74,RVN,Ravencoin,$0.05
2022-09-17,1697,75,BAT,Basic Attention Token,$0.33
2022-09-17,131,76,DASH,Dash,$44.44
2022-09-17,1274,77,WAVES,Waves,$4.33
2022-09-17,4847,78,STX,Stacks,$0.35
2022-09-17,4269,79,GT,GateToken,$4.29
2022-09-17,2469,80,ZIL,Zilliqa,$0.03
2022-09-17,1934,81,LRC,Loopring,$0.33
2022-09-17,8642,82,FEI,Fei USD,$1.00
2022-09-17,8646,83,MINA,Mina,$0.62
2022-09-17,5964,84,TWT,Trust Wallet Token,$0.98
2022-09-17,2083,85,BTG,Bitcoin Gold,$23.07
2022-09-17,5692,86,COMP,Compound,$55.06
2022-09-17,4846,87,KAVA,Kava,$1.59
2022-09-17,18069,88,GMT,STEPN,$0.66
2022-09-17,20314,89,LUNA,Terra,$3.12
2022-09-17,873,90,XEM,NEM,$0.04
2022-09-17,1168,91,DCR,Decred,$26.58
2022-09-17,5034,92,KSM,Kusama,$44.46
2022-09-17,2700,93,CEL,Celsius,$1.56
2022-09-17,5567,94,CELO,Celo,$0.81
2022-09-17,2682,95,HOT,Holo,$0.00
2022-09-17,8104,96,1INCH,1inch Network,$0.62
2022-09-17,1659,97,GNO,Gnosis,$135.71
2022-09-17,9444,98,KNC,Kyber Network Crystal v2,$1.95
2022-09-17,7080,99,GALA,Gala,$0.05
2022-09-17,5632,100,AR,Arweave,$10.07
2022-09-17,7129,101,USTC,TerraClassicUSD,$0.03
2022-09-17,5864,102,YFI,yearn.finance,$9050.46
2022-09-17,2634,104,XDC,XDC Network,$0.03
2022-09-17,3783,103,ANKR,Ankr,$0.03
2022-09-17,9903,105,CVX,Convex Finance,$4.80
2022-09-17,1684,106,QTUM,Qtum,$3.06
2022-09-17,7653,107,ROSE,Oasis Network,$0.06
2022-09-17,5647,108,KDA,Kadena,$1.53
2022-09-17,1455,109,GLM,Golem,$0.30
2022-09-17,3029,110,FLUX,Flux,$1.09
2022-09-17,3306,111,GUSD,Gemini Dollar,$0.99
2022-09-17,3822,112,TFUEL,Theta Fuel,$0.06
2022-09-17,13855,113,ENS,Ethereum Name Service,$14.19
2022-09-17,9891,114,BNX,BinaryX,$141.30
2022-09-17,2777,115,IOTX,IoTeX,$0.03
2022-09-17,3945,116,ONE,Harmony,$0.02
2022-09-17,11840,117,OP,Optimism,$1.10
2022-09-17,5728,118,BAL,Balancer,$5.90
2022-09-17,11584,119,BTRST,Braintrust,$2.14
2022-09-17,1808,120,OMG,OMG Network,$1.80
2022-09-17,3964,121,RSR,Reserve Rights,$0.01
2022-09-17,3801,122,BORA,BORA,$0.27
2022-09-17,1896,123,ZRX,0x,$0.29
2022-09-17,5370,124,HIVE,Hive,$0.56
2022-09-17,2099,125,ICX,ICON,$0.26
2022-09-17,3640,126,LPT,Livepeer,$9.62
2022-09-17,5488,127,JST,JUST,$0.03
2022-09-17,2405,128,IOST,IOST,$0.01
2022-09-17,6945,129,AMP,Amp,$0.01
2022-09-17,8677,130,XYM,Symbol,$0.04
2022-09-17,1772,131,STORJ,Storj,$0.50
2022-09-17,6187,132,SRM,Serum,$0.79
2022-09-17,7455,133,AUDIO,Audius,$0.25
2022-09-17,2566,134,ONT,Ontology,$0.23
2022-09-17,2496,135,POLY,Polymath,$0.22
2022-09-17,6836,136,GLMR,Moonbeam,$0.52
2022-09-17,2300,137,WAXP,WAX,$0.09
2022-09-17,1817,138,VGX,Voyager Token,$0.71
2022-09-17,1042,139,SC,Siacoin,$0.00
2022-09-17,10603,140,IMX,Immutable X,$0.81
2022-09-17,1698,141,ZEN,Horizen,$14.63
2022-09-17,3628,142,MXC,MXC,$0.07
2022-09-17,5899,143,CSPR,Casper,$0.03
2022-09-17,9258,144,XCH,Chia,$34.99
2022-09-17,5617,145,UMA,UMA,$2.58
2022-09-17,3437,146,ABBC,ABBC Coin,$0.18
2022-09-17,4279,147,SXP,SXP,$0.36
2022-09-17,5604,148,SCRT,Secret,$1.06
2022-09-17,7501,149,WOO,WOO Network,$0.15
2022-09-17,2499,150,CHSB,SwissBorg,$0.17
2022-09-17,7461,151,PLA,PlayDapp,$0.34
2022-09-17,5824,152,SLP,Smooth Love Potion,$0.00
2022-09-17,109,153,DGB,DigiByte,$0.01
2022-09-17,5691,154,SKL,SKALE Network,$0.04
2022-09-17,9816,155,NFT,APENFT,$0.00
2022-09-17,8420,156,DAO,DAO Maker,$1.61
2022-09-17,6758,157,SUSHI,SushiSwap,$1.15
2022-09-17,9436,158,ELON,Dogelon Mars,$0.00
2022-09-17,1816,159,CVC,Civic,$0.14
2022-09-17,9040,160,PUNDIX,Pundi X (New),$0.53
2022-09-17,8938,161,EPS,Ellipsis,$0.19
2022-09-17,4948,162,CKB,Nervos Network,$0.00
2022-09-17,5566,163,KEEP,Keep Network,$0.15
2022-09-17,1214,164,LSK,Lisk,$1.01
2022-09-17,2303,165,MED,MediBloc,$0.02
2022-09-17,6756,166,ACA,Acala Token,$0.24
2022-09-17,5268,167,EWT,Energy Web Token,$4.06
2022-09-17,11289,168,SPELL,Spell Token,$0.00
2022-09-17,2856,169,CEEK,CEEK VR,$0.15
2022-09-17,7226,170,INJ,Injective,$1.66
2022-09-17,3814,171,CELR,Celer Network,$0.02
2022-09-17,4189,172,UOS,Ultra,$0.39
2022-09-17,5690,173,RNDR,Render Token,$0.47
2022-09-17,2539,174,REN,Ren,$0.11
2022-09-17,8891,175,BTCST,Bitcoin Standard Hashrate Token,$9.32
2022-09-17,2071,177,REQ,Request,$0.11
2022-09-17,6951,176,REEF,Reef,$0.01
2022-09-17,541,178,SYS,Syscoin,$0.17
2022-09-17,3217,179,ONG,Ontology Gas,$0.35
2022-09-17,4761,180,NU,NuCypher,$0.16
2022-09-17,1567,181,XNO,Nano,$0.83
2022-09-17,1759,183,SNT,Status,$0.03
2022-09-17,14806,184,PEOPLE,ConstitutionDAO,$0.02
2022-09-17,3992,185,COTI,COTI,$0.10
2022-09-17,4747,182,VLX,Velas,$0.05
2022-09-17,3835,187,ORBS,Orbs,$0.04
2022-09-17,1320,186,ARDR,Ardor,$0.10
2022-09-17,3884,188,FX,Function X,$0.25
2022-09-17,4120,189,PROM,Prom,$6.22
2022-09-17,9025,190,TRIBE,Tribe,$0.23
2022-09-17,7334,191,CFX,Conflux,$0.05
2022-09-17,1637,192,RLC,iExec RLC,$1.26
2022-09-17,2132,193,POWR,Powerledger,$0.21
2022-09-17,5444,194,CTSI,Cartesi,$0.16
2022-09-17,4206,195,WIN,WINkLink,$0.00
2022-09-17,3911,196,OCEAN,Ocean Protocol,$0.16
2022-09-17,10903,197,C98,Coin98,$0.45
2022-09-17,2765,198,XYO,XYO,$0.01
2022-09-17,1732,199,NMR,Numeraire,$16.28
2022-09-17,1886,200,DENT,Dent,$0.00
2022-09-17,18579,201,WTRX,Wrapped TRON,$0.06
2022-09-17,5015,202,HEX,HEX,$0.03
2022-09-17,8085,203,stETH,Lido Staked ETH,$1430.76
2022-09-17,7321,204,YOUC,yOUcash,$0.51
2022-09-17,4023,205,BTCB,Bitcoin BEP2,$19964.72
2022-09-17,11419,206,TON,Toncoin,$1.63
2022-09-17,6952,207,FRAX,Frax,$1.00
2022-09-17,18679,208,XCN,Chain,$0.06
2022-09-17,7192,209,WBNB,Wrapped BNB,$277.76
2022-09-17,11221,210,BIT,BitDAO,$0.53
2022-09-17,3718,211,BTTOLD,BitTorrent,$0.00
2022-09-17,6941,212,HBTC,Huobi BTC,$19829.36
2022-09-17,5804,213,DFI,DeFiChain,$0.93
2022-09-17,5176,214,XAUT,Tether Gold,$1668.10
2022-09-17,8757,215,SAFEMOON,SafeMoon,$0.00
2022-09-17,12220,216,OSMO,Osmosis,$1.41
2022-09-17,17704,217,MV,GensoKishi Metaverse,$0.22
2022-09-17,5482,218,CCXX,Counos X,$18.32
2022-09-17,5830,219,NXM,NXM,$47.15
2022-09-17,12131,220,FRTS,Fruits,$0.01
2022-09-17,2943,221,RPL,Rocket Pool,$26.00
2022-09-17,17751,222,T,Threshold,$0.03
2022-09-17,3795,223,ZEON,ZEON,$0.01
2022-09-17,1762,224,ERG,Ergo,$4.15
2022-09-17,7548,225,WEMIX,WEMIX,$1.90
2022-09-17,11079,226,BRISE,Bitgert,$0.00
2022-09-17,4512,227,LN,LINK,$35.01
2022-09-17,12147,228,SYN,Synapse,$1.47
2022-09-17,3918,229,SAFE,Safe,$9.36
2022-09-17,9566,230,LUSD,Liquity USD,$1.02
2022-09-17,4779,231,HUSD,HUSD,$1.00
2022-09-17,14519,232,VVS,VVS Finance,$0.00
2022-09-17,12885,233,ASTR,Astar,$0.04
2022-09-17,10407,234,BabyDoge,Baby Doge Coin,$0.00
2022-09-17,12999,235,SSV,ssv.network,$13.39
2022-09-17,3600,236,HUM,Humanscape,$0.15
2022-09-17,291,237,MAID,MaidSafeCoin,$0.28
2022-09-17,2989,238,EURS,STASIS EURO,$0.99
2022-09-17,17081,239,LOOKS,LooksRare,$0.25
2022-09-17,2982,240,MVL,MVL,$0.01
2022-09-17,6748,241,CFG,Centrifuge,$0.36
2022-09-17,3753,242,PLTC,PlatonCoin,$0.99
2022-09-17,9640,243,METIS,MetisDAO,$24.83
2022-09-17,19076,244,WVLX,Wrapped Velas,$0.05
2022-09-17,11346,245,RACA,RadioCaca,$0.00
2022-09-17,6651,246,USDX,USDX [Kava],$0.94
2022-09-17,7958,247,vUSDC,Venus USDC,$0.02
2022-09-17,2868,248,DAG,Constellation,$0.08
2022-09-17,3089,249,AVINOC,AVINOC,$0.24
2022-09-17,2273,255,UQC,Uquid Coin,$9.22
2022-09-17,9417,250,MPL,Maple,$21.27
2022-09-17,1727,251,BNT,Bancor,$0.47
2022-09-17,3978,252,CHR,Chromia,$0.16
2022-09-17,11877,253,GAL,Galxe,$2.63
2022-09-17,5892,254,ANY,Anyswap,$4.96
2022-09-17,11498,256,CBG,Chainbing,$2.79
2022-09-17,7505,257,EVER,Everscale,$0.07
2022-09-17,2394,258,TEL,Telcoin,$0.00
2022-09-17,20701,259,WEVER,Wrapped Everscale,$0.07
2022-09-17,9543,260,BICO,Biconomy,$0.48
2022-09-17,2840,261,QKC,QuarkChain,$0.01
2022-09-17,11156,262,DYDX,dYdX,$1.38
2022-09-17,7737,263,API3,API3,$1.59
2022-09-17,4041,264,MX,MX TOKEN,$0.90
2022-09-17,1230,265,STEEM,Steem,$0.23
2022-09-17,5841,266,NEST,NEST Protocol,$0.03
2022-09-17,8075,267,RLY,Rally,$0.03
2022-09-17,3748,268,HXRO,Hxro,$0.20
2022-09-17,5326,269,ORC,Orbit Chain,$0.14
2022-09-17,14803,270,AURORA,Aurora,$1.22
2022-09-17,6953,271,FXS,Frax Share,$5.24
2022-09-17,5072,272,RKN,Rakon,$0.35
2022-09-17,9308,273,PYR,Vulcan Forged PYR,$3.51
2022-09-17,8972,274,SFUND,Seedify.fund,$2.33
2022-09-17,11396,275,JOE,JOE,$0.26
2022-09-17,1757,276,FUN,FUNToken,$0.01
2022-09-17,3951,277,ARRR,Pirate Chain,$0.42
2022-09-17,10746,278,BSW,Biswap,$0.30
2022-09-17,1104,279,REP,Augur,$7.46
2022-09-17,8526,280,RAY,Raydium,$0.60
2022-09-17,4807,281,CTK,Shentu,$0.95
2022-09-17,5161,282,WRX,WazirX,$0.21
2022-09-17,1343,283,STRAX,Stratis,$0.57
2022-09-17,2588,284,LOOM,Loom Network,$0.06
2022-09-17,1788,285,MTL,Metal,$1.17
2022-09-17,20641,286,EUROC,Euro Coin,$1.00
2022-09-17,18934,287,STG,Stargate Finance,$0.57
2022-09-17,2927,288,SUSD,sUSD,$1.01
2022-09-17,2135,289,REV,Revain,$0.00
2022-09-17,4006,290,STPT,STP,$0.05
2022-09-17,2297,291,STMX,StormX,$0.01
2022-09-17,1883,292,ADS,Adshares,$2.43
2022-09-17,6843,293,RAD,Radicle,$2.16
2022-09-17,1710,294,VERI,Veritaseum,$34.74
2022-09-17,268,295,XWC,WhiteCoin,$0.10
2022-09-17,7281,296,XPRT,Persistence,$0.61
2022-09-17,3441,297,DIVI,Divi,$0.02
2022-09-17,16946,298,MCT,Metacraft,$1.39
2022-09-17,5026,299,OXT,Orchid,$0.10
2022-09-17,9421,300,FORTH,Ampleforth Governance Token,$4.73
2022-09-17,5113,301,SURE,inSure DeFi,$0.00
2022-09-17,5625,302,LYXe,LUKSO,$4.75
2022-09-17,7817,303,BFC,Bifrost,$0.07
2022-09-17,5777,304,RENBTC,renBTC,$19910.97
2022-09-17,2299,305,ELF,aelf,$0.14
2022-09-17,7878,306,MOB,MobileCoin,$0.96
2022-09-17,3012,307,VTHO,VeThor Token,$0.00
2022-09-17,3673,308,ASD,ASD,$0.10
2022-09-17,2467,309,TRAC,OriginTrail,$0.19
2022-09-17,1680,310,ANT,Aragon,$1.73
2022-09-17,9666,311,TRR,Terran Coin,$2.89
2022-09-17,5198,312,CTC,Creditcoin,$0.32
2022-09-17,7429,313,LQTY,Liquity,$0.82
2022-09-17,2780,314,NKN,NKN,$0.10
2022-09-17,3773,315,FET,Fetch.ai,$0.09
2022-09-17,11035,316,SPS,Splintershards,$0.08
2022-09-17,7585,317,FWT,Freeway Token,$0.01
2022-09-17,6958,318,ACH,Alchemy Pay,$0.01
2022-09-17,2424,319,AGIX,SingularityNET,$0.06
2022-09-17,20513,320,SAITAMA,Saitama,$0.00
2022-09-17,3626,321,RBTC,RSK Smart Bitcoin,$19956.54
2022-09-17,9285,322,MOVR,Moonriver,$11.69
2022-09-17,8766,323,ALICE,MyNeighborAlice,$2.02
2022-09-17,10729,324,UFO,UFO Gaming,$0.00
2022-09-17,5618,325,DAWN,Dawn Protocol,$0.83
2022-09-17,5117,326,OGN,Origin Protocol,$0.16
2022-09-17,8335,327,MDX,Mdex,$0.07
2022-09-17,9868,328,XCAD,XCAD Network,$1.93
2022-09-17,5612,329,SSX,SOMESING,$0.02
2022-09-17,9119,330,TLM,Alien Worlds,$0.02
2022-09-17,14783,331,MAGIC,MAGIC,$0.34
2022-09-17,2930,332,IQ,Everipedia,$0.01
2022-09-17,3662,333,HEDG,HedgeTrade,$0.17
2022-09-17,1586,334,ARK,Ark,$0.42
2022-09-17,8911,335,STRK,Strike,$17.74
2022-09-17,3418,336,META,Metadium,$0.04
2022-09-17,7206,338,TITAN,TitanSwap,$1.10
2022-09-17,3637,337,AERGO,Aergo,$0.14
2022-09-17,7959,339,vBUSD,Venus BUSD,$0.02
2022-09-17,2896,340,MFT,Hifi Finance,$0.01
2022-09-17,7440,341,BOND,BarnBridge,$5.93
2022-09-17,693,342,XVG,Verge,$0.00
2022-09-17,1974,343,PRO,Propy,$0.69
2022-09-17,7242,344,CORE,cVault.finance,$5594.03
2022-09-17,6950,345,PERP,Perpetual Protocol,$0.62
2022-09-17,3914,346,GTN,GlitzKoin,$0.22
2022-09-17,10442,347,DESO,Decentralized Social,$6.26
2022-09-17,8489,348,XSGD,XSGD,$0.72
2022-09-17,2320,349,UTK,Utrust,$0.11
2022-09-17,2137,350,ETN,Electroneum,$0.00
2022-09-17,16604,351,1ECO,1eco,$2.08
2022-09-17,4038,352,MBL,MovieBloc,$0.00
2022-09-17,8290,353,SUPER,SuperFarm,$0.14
2022-09-17,5279,354,SOLO,Sologenic,$0.14
2022-09-17,7288,355,XVS,Venus,$4.49
2022-09-17,7824,356,VAI,Vai,$0.95
2022-09-17,7046,357,GHST,Aavegotchi,$1.20
2022-09-17,11307,358,BETA,Beta Finance,$0.10
2022-09-17,11206,359,BLOK,Bloktopia,$0.00
2022-09-17,14556,360,BOBA,Boba Network,$0.32
2022-09-17,3701,361,RIF,RSK Infrastructure Framework,$0.06
2022-09-17,15248,362,SANTOS,Santos FC Fan Token,$11.62
2022-09-17,9175,363,MBOX,MOBOX,$0.66
2022-09-17,13769,364,WMT,World Mobile Token,$0.22
2022-09-17,7859,365,BADGER,Badger DAO,$4.19
2022-09-17,7236,367,CUSD,Celo Dollar,$1.00
2022-09-17,12687,366,LAZIO,S.S. Lazio Fan Token,$6.02
2022-09-17,3866,368,CON,CONUN,$0.02
2022-09-17,10529,369,SUN,Sun (New),$0.01
2022-09-17,3930,370,TT,ThunderCore,$0.01
2022-09-17,4092,371,DUSK,Dusk Network,$0.13
2022-09-17,7232,372,ALPHA,Alpha Venture DAO,$0.11
2022-09-17,10688,373,YGG,Yield Guild Games,$0.44
2022-09-17,7208,374,POLS,Polkastarter,$0.50
2022-09-17,2665,375,DERO,Dero,$3.86
2022-09-17,4090,376,WXT,Wirex Token,$0.00
2022-09-17,3977,377,SNL,Sport and Leisure,$0.07
2022-09-17,7882,378,WOZX,Efforce,$0.09
2022-09-17,7497,379,POND,Marlin,$0.01
2022-09-17,4660,380,TLOS,Telos,$0.18
2022-09-17,11374,381,DAR,Mines of Dalarnia,$0.23
2022-09-17,13969,385,PHB,Phoenix Global (new),$1.25
2022-09-17,6216,382,AXEL,AXEL,$0.17
2022-09-17,7189,383,OUSD,Origin Dollar,$1.00
2022-09-17,7692,384,EXRD,e-Radix,$0.06
2022-09-17,7055,386,DPI,DeFi Pulse Index,$82.60
2022-09-17,1552,387,MLN,Enzyme,$22.56
2022-09-17,3855,388,LOCUS,Locus Chain,$0.05
2022-09-17,1556,389,TIME,Chrono.tech,$64.41
2022-09-17,2490,390,CXO,CargoX,$0.22
2022-09-17,3816,392,VRA,Verasity,$0.00
2022-09-17,5429,391,DEP,DEAPcoin,$0.01
2022-09-17,4056,393,AMPL,Ampleforth,$0.98
2022-09-17,17917,394,RSS3,RSS3,$0.13
2022-09-17,3928,395,IDEX,IDEX,$0.07
2022-09-17,7064,396,BAKE,BakeryToken,$0.23
2022-09-17,7486,397,RGT,Rari Governance Token,$3.59
2022-09-17,4679,398,BAND,Band Protocol,$1.27
2022-09-17,1750,399,GXC,GXChain,$0.59
2022-09-17,4039,400,ARPA,ARPA Chain,$0.04
2022-09-17,14052,401,PORTO,FC Porto Fan Token,$5.67
2022-09-17,5908,402,DKA,dKargo,$0.04
2022-09-17,20886,403,ASTRAFER,Astrafer,$3.13
2022-09-17,5380,404,HUNT,HUNT,$0.40
2022-09-17,7535,405,KP3R,Keep3rV1,$102.59
2022-09-17,15261,406,ONUS,ONUS,$0.45
2022-09-17,4275,407,COCOS,Cocos-BCX,$0.65
2022-09-17,2585,408,CENNZ,CENNZnet,$0.04
2022-09-17,2570,409,TOMO,TomoChain,$0.46
2022-09-17,6724,410,KLV,Klever,$0.00
2022-09-17,11171,411,MNGO,Mango,$0.04
2022-09-17,18112,412,ALPINE,Alpine F1 Team Fan Token,$3.68
2022-09-17,8719,413,ILV,Illuvium,$63.63
2022-09-17,2776,414,AVA,Travala.com,$0.80
2022-09-17,8100,415,aETHc,Ankr Reward Bearing Staked ETH,$1403.46
2022-09-17,5747,416,MUSD,mStable USD,$1.00
2022-09-17,18208,417,KUNCI,Kunci Coin,$0.03
2022-09-17,9892,418,YOOSHI,YooShi,$0.00
2022-09-17,8425,419,JASMY,JasmyCoin,$0.01
2022-09-17,8119,420,SFP,SafePal,$0.37
2022-09-17,6841,421,PHA,Phala Network,$0.10
2022-09-17,8384,422,CLV,CLV,$0.09
2022-09-17,5350,423,XPR,Proton,$0.00
2022-09-17,7431,424,AKT,Akash Network,$0.34
2022-09-17,3946,425,CRE,Carry,$0.00
2022-09-17,8707,426,ALPACA,Alpaca Finance,$0.27
2022-09-17,5631,427,ORN,Orion Protocol,$1.13
2022-09-17,4944,428,TRB,Tellor,$16.93
2022-09-17,2606,429,WAN,Wanchain,$0.20
2022-09-17,4950,430,LCX,LCX,$0.05
2022-09-17,8536,431,MASK,Mask Network,$1.31
2022-09-17,8857,432,ANC,Anchor Protocol,$0.11
2022-09-17,12387,433,RBN,Ribbon Finance,$0.23
2022-09-17,5060,434,XNC,XeniosCoin,$0.49
2022-09-17,9104,435,AIOZ,AIOZ Network,$0.06
2022-09-17,1521,436,KMD,Komodo,$0.28
2022-09-17,5957,437,YFII,DFI.Money,$928.78
2022-09-17,19091,438,H2O,H2O DAO,$0.29
2022-09-17,9721,439,SAMO,Samoyedcoin,$0.01
2022-09-17,5007,440,TROY,TROY,$0.00
2022-09-17,10821,441,STARL,Starlink,$0.00
2022-09-17,8107,442,CBK,Cobak Token,$0.86
2022-09-17,1414,443,FIRO,Firo,$3.02
2022-09-17,3742,444,BNANA,Chimpion,$1.09
2022-09-17,8613,446,ALCX,Alchemix,$22.32
2022-09-17,2941,445,CET,CoinEx Token,$0.05
2022-09-17,10223,447,VEGA,Vega Protocol,$1.28
2022-09-17,4191,448,NOIA,Syntropy,$0.06
2022-09-17,1955,449,NEBL,Neblio,$1.75
2022-09-17,3695,450,HYN,Hyperion,$0.17
2022-09-17,6830,455,KILT,KILT Protocol,$0.68
2022-09-17,9467,451,CEUR,Celo Euro,$1.00
2022-09-17,10641,452,QUACK,RichQUACK.com,$0.00
2022-09-17,7463,453,RAMP,RAMP,$0.07
2022-09-17,7150,454,FLM,Flamingo,$0.11
2022-09-17,2915,456,MOC,Moss Coin,$0.09
2022-09-17,5453,457,KAI,KardiaChain,$0.01
2022-09-17,5810,458,BZRX,bZx Protocol,$0.06
2022-09-17,19080,459,WKAI,Wrapped KardiaChain,$0.01
2022-09-17,2553,460,RFR,Refereum,$0.01
2022-09-17,7725,461,TRU,TrueFi,$0.06
2022-09-17,463,462,BTS,BitShares,$0.01
2022-09-17,3714,463,LTO,LTO Network,$0.08
2022-09-17,7102,464,LINA,Linear Finance,$0.01
2022-09-17,7957,465,vUSDT,Venus USDT,$0.02
2022-09-17,7460,466,AQT,Alpha Quark Token,$1.21
2022-09-17,7672,467,UNFI,Unifi Protocol DAO,$7.16
2022-09-17,2933,468,BMX,BitMart Token,$0.19
2022-09-17,9288,469,QI,BENQI,$0.01
2022-09-17,17742,471,CULT,Cult DAO,$0.00
2022-09-17,15478,470,DG,Decentral Games,$0.06
2022-09-17,10750,472,QRDO,Qredo,$0.22
2022-09-17,2222,473,BCD,Bitcoin Diamond,$0.17
2022-09-17,5401,474,CLT,CoinLoan,$16.15
2022-09-17,6138,475,DIA,DIA,$0.38
2022-09-17,4953,476,FCT,FCT2,FirmaChain,$0.06
2022-09-17,21168,477,AMA,Mrweb Finance,$1.04
2022-09-17,19819,478,REI,REI Network,$0.03
2022-09-17,1169,483,PIVX,PIVX,$0.44
2022-09-17,1312,479,SBD,Steem Dollars,$2.68
2022-09-17,6739,480,ONIT,ONBUFF,$0.04
2022-09-17,16552,481,SOFI,RAI Finance,$0.16
2022-09-17,20622,482,FORT,Forta,$0.19
2022-09-17,2492,484,ELA,Elastos,$1.50
2022-09-17,6928,485,BEL,Bella Protocol,$0.63
2022-09-17,20014,486,KRD,Krypton DAO,$0.36
2022-09-17,15388,487,ATOLO,RIZON,$0.02
2022-09-17,213,488,MONA,MonaCoin,$0.46
2022-09-17,2866,489,UPP,Sentinel Protocol,$0.07
2022-09-17,8509,490,XMON,XMON,$19952.07
2022-09-17,2505,491,BLZ,Bluzelle,$0.09
2022-09-17,8037,492,TVK,Virtua,$0.04
2022-09-17,5821,493,ALEPH,Aleph.im,$0.12
2022-09-17,2245,494,PRE,Presearch,$0.07
2022-09-17,3316,495,AOG,smARTOFGIVING,$0.40
2022-09-17,4078,496,SERO,Super Zero Protocol,$0.08
2022-09-17,7048,497,WING,Wing Finance,$10.19
2022-09-17,6727,498,RSV,Reserve,$1.00
2022-09-17,5185,499,KOK,KOK,$0.27
2022-09-17,9020,500,TKO,Toko Token,$0.26
2022-09-17,4064,501,USDK,USDK,$1.00
2022-09-17,4103,502,FLETA,FLETA,$0.01
2022-09-17,13523,503,MC,Merit Circle,$0.67
